blue,green,red,re_1,re_2,re_3,re_4,swir_1,swir_2,G_over_R,G_over_B,B_over_R,B_over_NIR_plus_G,SABI,kab1,NDWI,MNDWI,NDMI,NDCI,CHL1,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,SVD1,SVD2,SVD3,SVD4,SVD5,SVD6,SVD7,SVD8,SVD9,SVD10,SVD11,SVD12,SVD13,SVD14,SVD15,SVD16,SVD17,SVD18,SVD19,blue_bin,green_bin,red_bin,re_1_bin,re_2_bin,re_3_bin,re_4_bin,swir_1_bin,swir_2_bin,G_over_R_bin,G_over_B_bin,B_over_R_bin,B_over_NIR_plus_G_bin,SABI_bin,kab1_bin,NDWI_bin,MNDWI_bin,NDMI_bin,NDCI_bin,CHL1_bin,PC1_bin,PC2_bin,PC3_bin,PC4_bin,PC5_bin,PC6_bin,PC7_bin,PC8_bin,PC9_bin,PC10_bin,PC11_bin,PC12_bin,PC13_bin,PC14_bin,PC15_bin,PC16_bin,PC17_bin,PC18_bin,PC19_bin,PC20_bin,SVD1_bin,SVD2_bin,SVD3_bin,SVD4_bin,SVD5_bin,SVD6_bin,SVD7_bin,SVD8_bin,SVD9_bin,SVD10_bin,SVD11_bin,SVD12_bin,SVD13_bin,SVD14_bin,SVD15_bin,SVD16_bin,SVD17_bin,SVD18_bin,SVD19_bin,chl_a
1095,1367,1088,1154,685,711,568,382,341,1.256433824,1.248401826,1.006433824,1367.948873,0.026807474,11.40639621,0.084490282,0.600702576,-0.029438002,0.029438002,10.37878788,0.081134892,-0.024467161,0.0061683,-0.034613159,0.011850016,-0.008884947,0.015190458,0.002242311,-0.003263393,0.005250651,-0.003591193,-0.00165724,-0.00045542,0.002475294,-0.001168567,-0.001899558,-0.00051171,-0.000841123,-1.61E-07,-1.85E-19,1.997610489,0.045868956,0.023131034,-0.016453029,-0.032067836,0.00398473,-0.006993426,0.015170749,0.004410562,0.000691747,0.005185603,-0.003573884,-0.000724784,-0.001359723,0.001931477,-0.002261806,0.001679834,0.000159145,-0.000839147,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,6.05
1092,1375,1112,1198,743,749,600,424,370,1.236510791,1.259157509,0.982014388,1375.911519,0.034860154,11.43468088,0.068791294,0.575931232,-0.037229437,0.037229437,8.639534884,0.115300936,-0.006859946,0.051219753,-0.043097339,0.007173609,-0.010585467,0.013193985,0.003871442,-0.001715869,0.002600281,-0.008893839,0.000526042,0.002545325,-0.000652549,-0.002611879,-0.002283746,-0.000165633,-0.000872464,-1.54E-07,2.11E-17,1.984700489,0.089921132,0.043482645,0.013418204,-0.041105174,-0.005919284,-0.009786615,0.013225937,0.004418168,0.00347432,0.002229557,-0.008923445,0.00256074,-0.000565659,-0.001502529,-0.002427757,0.001941496,0.000697242,-0.000873436,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,5.79
1104,1387,1092,1134,678,714,543,389,340,1.27014652,1.25634058,1.010989011,1387.973545,0.016860699,11.44271786,0.100357001,0.606253619,-0.018867925,0.018867925,16.14285714,0.084404551,-0.040139068,-0.029442054,-0.036390483,0.04018081,-0.003114714,0.017703871,-0.001337021,-0.004507655,0.002778377,-0.005227262,-0.00207157,-0.001815804,-0.000617572,0.000878533,0.002292483,0.00030438,-0.001205272,1.21E-07,-6.21E-19,2.025835035,0.036264882,0.007450978,-0.037670151,-0.043926516,0.028378299,-0.000651903,0.017686849,0.003097666,-0.003448677,0.003090225,-0.00518298,-0.00210952,-0.001104449,-0.000280729,0.001184781,-0.002133657,-0.000684995,-0.001200007,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,5.92
1113,1384,1093,1160,676,671,518,374,317,1.266239707,1.243486074,1.018298262,1384.959483,0.026832199,11.41610268,0.088050314,0.627278072,-0.029738127,0.029738127,10.08955224,0.081457172,-0.048872254,-0.010905148,-0.025670123,0.001058272,-0.010989659,0.007478163,0.001584042,-0.004099427,0.000781358,-0.0076281,-0.001051694,0.001031435,-0.001257371,-0.002188037,-0.002747618,0.00063876,-0.000693257,1.48E-07,-5.73E-17,2.015646303,0.037203703,0.028477762,-0.036574867,-0.016548732,0.000683284,-0.009105085,0.007569222,0.004615124,-0.000595612,0.000778699,-0.007623575,0.000823238,-0.001511205,-0.001859342,-0.001909361,0.002018034,0.001634129,-0.000696414,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,6.2
1090,1366,1082,1145,658,677,513,372,317,1.262476895,1.253211009,1.007393715,1366.951965,0.025651466,11.41401906,0.088012744,0.623291741,-0.028289178,0.028289178,10.44444444,0.065936204,-0.044789933,-0.002598705,-0.035947284,0.010354302,-0.009842704,0.008356554,0.001584469,-0.004365947,0.001282776,-0.007340962,-0.000449244,-0.000474746,0.000500475,-0.000177974,-0.000684376,-0.000378024,-0.000652235,6.61E-08,-5.06E-19,2.004319711,0.025506068,0.031212896,-0.030565794,-0.03064857,0.004106858,-0.00828024,0.008447231,0.00492967,-0.000520622,0.001249993,-0.007341075,-0.000552113,-0.000483567,0.000430631,-0.000449415,0.000709984,-0.000100525,-0.000651564,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,6.2
1102,1367,1093,1157,673,688,540,374,327,1.250686185,1.240471869,1.008234218,1367.952463,0.025921426,11.39193099,0.083201268,0.613931523,-0.028444444,0.028444444,10.515625,0.077533906,-0.031235072,-0.00093036,-0.040063236,-0.00075568,-0.008848908,0.011077847,0.001868461,-0.003844192,0.003325448,-0.004878343,-0.0008372,0.000335263,0.001970921,-0.001104963,-0.002382681,-0.000143092,-0.000563253,-8.97E-08,2.28E-19,1.99849383,0.041168367,0.024257073,-0.028415073,-0.030033576,-0.007269968,-0.008012074,0.011175886,0.004835174,0.000353594,0.003234815,-0.004874576,0.000181007,-0.000966544,0.001500913,-0.002045126,0.001981554,0.000728137,-0.00056381,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,5.65
1089,1370,1079,1154,673,680,526,375,335,1.269694161,1.258034894,1.009267841,1370.943674,0.030500203,11.42715522,0.085578447,0.607038123,-0.033587103,0.033587103,8.973333333,0.073961861,-0.037859454,0.011022618,-0.024527787,0.014016503,-0.018967889,0.008882988,0.00260063,-0.002271941,0.003616541,-0.005173973,-0.0007326,0.001213223,-0.001448472,-0.001464367,-0.001835324,-2.99E-05,-0.001039512,3.87E-08,-3.89E-17,2.000630025,0.036254358,0.035149754,-0.016128073,-0.022860214,0.011482291,-0.015781437,0.009044819,0.003992986,0.001880217,0.003416608,-0.00517921,0.001049392,-0.00134873,-0.001793052,-0.001074647,0.001547041,0.000678711,-0.001040581,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,5.6
1131,1411,1126,1175,712,738,564,409,362,1.253108348,1.247568523,1.004440497,1411.962553,0.019276161,11.45271747,0.091260634,0.591652566,-0.021295089,0.021295089,14.53061224,0.123035797,-0.030309567,-0.01897173,-0.042295426,0.027104027,-0.005675486,0.016715545,4.48E-05,-0.002436821,0.002674807,-0.005308242,-0.001153914,9.75E-05,-0.001417647,0.000463146,0.001930759,0.000745825,-0.001199626,4.69E-08,-1.80E-17,2.028221969,0.077735281,0.01025859,-0.034424985,-0.043486301,0.015841421,-0.003625684,0.016717424,0.002382263,-0.000807523,0.002754856,-0.005288394,-9.04E-05,-0.000955165,-0.001160233,0.001055462,-0.00200258,-0.000129882,-0.00119554,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,5.79
1138,1421,1144,1216,737,752,571,424,390,1.242132867,1.248681898,0.994755245,1421.935855,0.028135991,11.46540628,0.077739856,0.56929873,-0.030508475,0.030508475,10.23611111,0.150011355,-0.016925176,0.013979868,-0.041146665,0.014576993,-0.018578125,0.012137709,0.00288428,0.001245449,0.003998666,-0.004805473,0.000754904,0.003095735,-0.003482904,0.000552015,0.001441116,0.000457714,-0.001264354,-2.26E-08,-3.93E-17,2.016079079,0.113191863,0.025658928,-0.01437466,-0.038022932,0.006436033,-0.015905981,0.012302035,0.001546654,0.004672961,0.003576129,-0.004835278,0.003141046,-0.000527918,-0.003014569,0.001870087,-0.001362401,-0.000112017,-0.001262547,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,5.8
1082,1349,1078,1146,689,698,553,405,353,1.251391466,1.24676525,1.003710575,1349.944154,0.027972028,11.38340341,0.081362725,0.58519389,-0.03057554,0.03057554,10.13235294,0.073388619,-0.00548717,0.015558621,-0.038563937,0.014181218,-0.013799764,0.011130454,0.002253054,-0.00532136,0.001908704,-0.007721866,-0.000849616,0.00119426,-2.85E-05,-0.001523441,-0.00197686,-4.74E-05,-0.000922997,-5.53E-08,1.49E-18,1.98080724,0.045572596,0.016461474,-0.003782601,-0.038218736,0.003467282,-0.012424981,0.011324023,0.006418088,-1.36E-05,0.001813904,-0.007723187,0.001016796,-0.001306266,-0.000504291,-0.001670195,0.001622716,0.000675364,-0.000923208,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,5.67
1089,1335,1061,1118,676,683,556,398,352,1.258246937,1.225895317,1.026390198,1335.974061,0.023514851,11.32933091,0.088463106,0.582691168,-0.026158788,0.026158788,11.85964912,0.056435716,0.008315554,-0.012156692,-0.030526814,0.012608068,-0.012907955,0.014032584,0.000894362,-0.007709106,0.003500963,-0.005215772,-0.002645382,0.000766452,0.001026362,-0.001850061,-0.003150337,0.000355612,-0.001013113,-1.09E-07,-5.79E-17,1.977996845,0.028523344,-0.013266856,-0.011762838,-0.030137891,0.004735603,-0.011478538,0.014281011,0.007584378,-0.002514618,0.003641203,-0.005182442,0.000313165,-0.002571931,0.000411697,-0.002547109,0.002380937,0.001450764,-0.001013783,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,5.7
1051,1317,1047,1116,654,670,517,379,334,1.257879656,1.253092293,1.003820439,1317.941756,0.029138514,11.3586432,0.082614057,0.595396729,-0.031900139,0.031900139,9.47826087,0.034287974,-0.008998805,0.020825165,-0.03873252,0.014470251,-0.01681832,0.009336199,0.002354994,-0.005727687,0.002626419,-0.00667322,-0.000523467,0.001057841,-0.000221389,-0.000313643,-0.000956231,-0.000553483,-0.000969208,-4.23E-08,-1.84E-17,1.964439925,0.010009089,0.021867002,-0.001083181,-0.038650938,0.003795614,-0.015411849,0.009620516,0.006987702,0.000211523,0.002483772,-0.00667886,0.000935338,-0.001017084,-0.000261496,-0.000366672,0.001019188,-0.000150413,-0.000968245,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,5.8
1085,1371,1075,1129,664,682,520,380,341,1.275348837,1.26359447,1.009302326,1371.961027,0.021986971,11.43826661,0.0968,0.601635514,-0.024500907,0.024500907,12.2962963,0.068320366,-0.03803603,-0.012358369,-0.031690846,0.038936031,-0.014366928,0.012950474,0.000796744,-0.003550547,0.00328788,-0.004579816,-0.001356866,0.000135939,-0.002330237,-0.000387665,0.000603813,0.000468942,-0.001345443,1.60E-07,-3.77E-17,2.010624097,0.025569414,0.017765514,-0.026396135,-0.039354662,0.030229175,-0.010688655,0.013047651,0.003799674,-0.00068787,0.003326591,-0.004561805,-9.49E-05,-0.001347239,-0.002274998,0.00047339,-0.000729966,0.000168709,-0.001343516,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,5.7
1058,1317,1042,1106,646,687,516,369,325,1.263915547,1.244801512,1.015355086,1317.9566,0.026947368,11.34357439,0.08708213,0.604141291,-0.029795158,0.029795158,10.09375,0.028475714,-0.012078184,0.005477985,-0.032152287,0.012015166,-0.012186722,0.012108959,0.001794858,-0.006216601,0.004049338,-0.005633335,-0.001275493,-0.000688049,0.001038717,0.002343,0.001702017,-0.001406796,-0.000937069,-8.78E-08,-3.85E-17,1.970608323,0.000711434,0.012703516,-0.009112307,-0.031262224,0.003783332,-0.010735081,0.012275489,0.006817943,-0.000946526,0.004046739,-0.005617811,-0.000888887,-0.000968141,0.001820483,0.001875962,-0.000868031,-0.001977785,-0.000930982,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,5.59
1063,1339,1057,1115,650,665,518,377,338,1.26679281,1.259642521,1.005676443,1339.953363,0.024146545,11.39549379,0.091279544,0.596899225,-0.026703499,0.026703499,11.20689655,0.04538902,-0.022248223,0.001503165,-0.038174597,0.030884326,-0.016196219,0.011296277,0.001417085,-0.004950444,0.003301214,-0.004697746,-0.001065299,0.000472682,-0.000515773,-0.000984046,-0.001133541,3.30E-05,-0.001172212,4.08E-08,-2.01E-17,1.985426291,0.012280213,0.016957608,-0.014924361,-0.043297279,0.019774817,-0.013566863,0.011511304,0.005604219,-0.00044479,0.003261316,-0.004688998,0.000278498,-0.001240299,-0.00077783,-0.000905526,0.000895125,0.000432693,-0.001171793,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,5.91
1080,1324,1043,1101,653,668,499,364,325,1.269415149,1.225925926,1.035474593,1324.980926,0.024126456,11.3168941,0.091958763,0.60582171,-0.027052239,0.027052239,11.25862069,0.030393299,-0.009192002,-0.020029326,-0.023461391,0.005223707,-0.014126657,0.012107733,0.000750318,-0.006949147,0.004181659,-0.004800561,-0.00190671,0.0017203,-0.002658058,0.001364701,0.001148388,0.000209906,-0.001228808,5.85E-08,-2.16E-19,1.978804826,-0.000991593,-0.007007906,-0.022408445,-0.019080754,0.00244252,-0.012460338,0.012381472,0.006920362,-0.002030216,0.004273913,-0.004773313,0.00137319,-0.002185681,-0.001902283,0.002209679,-0.001036982,-0.000246961,-0.001226028,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,5.87
1049,1301,1027,1096,648,668,519,369,334,1.266796495,1.240228789,1.021421616,1301.957117,0.029361702,11.31676323,0.085523571,0.591437309,-0.032501178,0.032501178,9.391304348,0.017522824,0.002977717,0.011128877,-0.026168693,0.010912289,-0.018817921,0.011810522,0.002148376,-0.006393471,0.005150906,-0.004361195,-0.001830217,0.001171627,-0.000191993,0.000252757,-0.00073323,-0.000616525,-0.001207179,-8.16E-08,-1.90E-17,1.95641895,-0.004437986,0.005708,0.001917313,-0.026518144,0.004566933,-0.016854467,0.012117429,0.007431337,-0.000299077,0.005090302,-0.004344508,0.000839039,-0.002069656,4.17E-07,0.000104698,0.00083484,-0.000316561,-0.001204674,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,5.85
1058,1308,1012,1092,635,655,486,369,315,1.292490119,1.236294896,1.045454545,1308.968864,0.033812342,11.31765429,0.09,0.611829945,-0.038022814,0.038022814,7.9375,0.008874794,-0.013435832,0.001630215,0.003623767,0.003772419,-0.023478281,0.004680406,0.001777135,-0.007954608,0.002005773,-0.009279781,-0.001864455,0.000209041,-0.001397074,0.00155902,0.000405323,-0.00122861,-0.001088255,1.66E-07,-1.88E-17,1.969260439,-0.020177014,0.008365466,-0.001511621,0.003914968,0.00957707,-0.020412723,0.005063065,0.00823997,-0.002069464,0.002077286,-0.009262136,-0.000115692,-0.001977193,-0.000654615,0.001883554,0.000216981,-0.001251263,-0.001085165,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,5.85
1026,1287,1005,1072,621,635,494,354,311,1.280597015,1.254385965,1.020895522,1287.95709,0.02896671,11.32619134,0.091140314,0.610763454,-0.032258065,0.032258065,9.268656716,-0.010679127,-0.01467024,0.009419456,-0.022580268,0.019913432,-0.017229917,0.008907891,0.001733553,-0.007650214,0.003294569,-0.005882979,-0.001977958,0.000398037,3.56E-05,-0.000866902,-0.001777115,-0.000601987,-0.001179379,3.01E-08,-3.81E-17,1.95765897,-0.036341599,0.015182791,-0.001603262,-0.026809697,0.013515934,-0.01494776,0.009172099,0.007958707,-0.001872157,0.003355359,-0.005861197,5.65E-05,-0.001991545,-0.000190111,-0.001093589,0.001698413,9.82E-05,-0.001178504,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,6.01
1081,1342,1056,1097,630,641,504,356,310,1.270833333,1.241443108,1.023674242,1342.985415,0.016921172,11.36583675,0.100451005,0.624697337,-0.019043196,0.019043196,15.36585366,0.033028463,-0.03637493,-0.037370868,-0.037504,0.022243791,-0.006135555,0.012482482,-0.001628607,-0.007408222,0.002768141,-0.004025626,-0.002314498,-0.000787842,0.001075152,-0.001374717,-0.002448764,0.000690147,-0.000841438,6.35E-08,-1.95E-17,2.001714643,-0.009242014,-0.000253695,-0.044154944,-0.036659926,0.013343163,-0.004963771,0.012704059,0.005677767,-0.004642155,0.003099161,-0.003980777,-0.001147143,-0.001732413,0.000589924,-0.002002702,0.00168398,0.001513185,-0.000843222,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,6.41
1053,1297,1021,1068,603,627,484,337,303,1.270323213,1.231718898,1.031341822,1297.985955,0.02,11.29648409,0.096828753,0.62125,-0.022498803,0.022498803,12.82978723,-0.006646508,-0.017196493,-0.028012775,-0.034965552,0.010851321,-0.010947005,0.011529581,-0.000379192,-0.008111566,0.005198215,-0.002145223,-0.002226299,-0.00052333,0.00193454,0.000618614,-0.001373696,-0.000328362,-0.000839091,-6.64E-08,-5.92E-17,1.969917986,-0.037857645,-0.00720984,-0.031674679,-0.031055105,0.003535709,-0.010066457,0.011851577,0.007288389,-0.003403083,0.005391002,-0.002105703,-0.000875748,-0.001751367,0.002108288,-0.00038382,0.001234324,0.000183431,-0.000838207,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,5.74
1076,1341,1058,1105,639,645,496,358,304,1.267485822,1.246282528,1.017013233,1341.973756,0.019445594,11.37354291,0.096484056,0.630395137,-0.02172908,0.02172908,13.59574468,0.033833923,-0.040792176,-0.025174267,-0.039177416,0.01708371,-0.004798784,0.010550458,-0.000578812,-0.007298735,0.001180506,-0.006532232,-0.001636585,-1.82E-05,-0.000393972,-0.001356209,-0.001600766,0.000701727,-0.000807989,1.42E-07,2.29E-18,1.998979387,-0.00720641,0.011675964,-0.040157045,-0.036331265,0.007936472,-0.003982289,0.010696215,0.006075037,-0.003984867,0.001434604,-0.00650226,-0.000285262,-0.001425362,-0.000790438,-0.001343715,0.000998196,0.001219935,-0.000809296,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,6.07
1053,1325,1028,1096,635,651,490,349,294,1.288910506,1.258309592,1.024319066,1325.960766,0.028595458,11.37721943,0.094589013,0.636812847,-0.032015066,0.032015066,9.338235294,0.012955274,-0.046404853,-0.002233072,-0.013880599,0.01584586,-0.010354927,0.008257536,0.001430153,-0.006808885,0.001901512,-0.007947084,-0.001976382,-0.000454636,-0.00104195,-0.00044654,-0.000361543,-0.000500217,-0.000971922,1.60E-07,-3.98E-17,1.989714376,-0.025854705,0.029005676,-0.019522928,-0.015073809,0.014389941,-0.007813206,0.008295808,0.006549491,-0.002635692,0.002071985,-0.007919426,-0.000775294,-0.001700818,-0.001078921,-0.000148319,0.000486916,-0.000342475,-0.000969964,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,6.05
1073,1329,1050,1103,644,664,491,355,307,1.265714286,1.238583411,1.021904762,1329.972801,0.022064946,11.34590299,0.092927632,0.624694377,-0.024616814,0.024616814,12.1509434,0.028110066,-0.029285299,-0.018533678,-0.034784951,0.008274967,-0.006625573,0.011543618,0.000289955,-0.006922233,0.00265648,-0.00607084,-0.001422499,0.000561012,-0.001525625,0.001221328,0.001345528,4.94E-05,-0.000948021,8.28E-08,-1.99E-19,1.987274411,-0.007869601,0.008413391,-0.031941564,-0.029630282,0.001206761,-0.005849082,0.011691788,0.006386328,-0.002822633,0.002812052,-0.006045455,0.000319096,-0.001367268,-0.000944885,0.001730602,-0.001152808,-0.000483837,-0.000945044,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,5.95
1037,1303,1023,1076,626,638,488,334,295,1.27370479,1.256509161,1.013685239,1303.963755,0.022649573,11.34868694,0.095418243,0.630788486,-0.025250119,0.025250119,11.81132075,-0.003839866,-0.03537423,-0.007456604,-0.036620715,0.020412114,-0.005742028,0.013011013,0.000537085,-0.006880738,0.004151369,-0.003969815,-0.001988568,0.000780541,-0.001203401,-0.001066491,-0.000605171,0.000296766,-0.001139818,9.86E-08,2.15E-17,1.975769999,-0.037725253,0.018894323,-0.024219099,-0.037444731,0.009942437,-0.004525482,0.013081399,0.006392833,-0.00274496,0.004322588,-0.003935068,0.00044479,-0.001844955,-0.001449742,-0.000701064,0.000324334,0.000453956,-0.00113858,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,6.03
1033,1295,1000,1067,615,615,466,336,279,1.295,1.253630203,1.033,1295.968135,0.028780069,11.33418038,0.096528366,0.645489199,-0.032414127,0.032414127,9.179104478,-0.021079906,-0.042397965,-0.00569017,-0.010076159,0.011917745,-0.010905739,0.005644653,0.000965166,-0.008921242,0.001124104,-0.008734853,-0.002359875,0.000499508,-0.001786364,-0.0016261,-0.001817177,4.78E-05,-0.001021708,2.44E-07,1.93E-17,1.975399297,-0.056594201,0.022966661,-0.018125154,-0.010563904,0.011617661,-0.008875935,0.005783171,0.00808184,-0.004127443,0.001386563,-0.008700477,9.88E-05,-0.002297652,-0.002151781,-0.001130871,0.001483393,0.00072883,-0.001022414,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,6.16
1010,1297,1004,1071,604,617,472,324,276,1.291832669,1.284158416,1.005976096,1297.943044,0.029042046,11.39112698,0.095439189,0.649078195,-0.032289157,0.032289157,9.014925373,-0.022229907,-0.059903838,0.014770109,-0.02490857,0.028183758,-0.009322134,0.007186691,0.001697601,-0.006583995,0.00207321,-0.006064311,-0.001409612,-0.000627423,-7.04E-05,-0.002112927,-0.00181139,-0.000609424,-0.001000501,1.49E-07,-1.94E-17,1.976825943,-0.058850955,0.049464565,-0.014360406,-0.03070439,0.020635932,-0.006903803,0.007195797,0.006536051,-0.002189992,0.002181646,-0.00604468,-0.000851854,-0.001139664,-0.000791102,-0.002139627,0.001722327,0.000100082,-0.001000296,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,6.31
994,1274,992,1057,597,591,454,306,269,1.284274194,1.281690141,1.002016129,1274.940397,0.028659612,11.35974218,0.093093093,0.651328581,-0.031722792,0.031722792,9.184615385,-0.042972034,-0.054456025,0.018801538,-0.034468096,0.021870563,-0.009567376,0.007158061,0.001672925,-0.006611035,0.003004005,-0.004105646,-0.001217132,0.001708116,-0.002038914,-0.003404706,-0.002779869,0.000381625,-0.001172863,1.80E-07,7.13E-19,1.960911658,-0.074305739,0.049313589,-0.013940739,-0.036718016,0.011840234,-0.008092061,0.007260936,0.006836007,-0.001640895,0.003040621,-0.004090595,0.001471085,-0.001617881,-0.003048352,-0.002729736,0.002136042,0.001397171,-0.001175403,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,6.08
